sku	mfg	supplier	price	description
2AA-00003	Microsoft	CDLOG	71.78	LifeChat® LX-2000+MIC
JTD-00002	Microsoft	CDLOG	54.32	LifeChat® LX-1000+MIC
ERASO-ERM35-GBA01	ARCTIC	CDLOG	109.61	Arctic Sound E461-BM Earphone for Mobile Phones and Music Players
HEASO-ERM43-GBA01	ARCTIC	CDLOG	109.61	Arctic Headphone P402 Dynamic Supra-Aural Headphones with Mic
ORACO-ERM22-GBA01	ARCTIC	CDLOG	194	Arctic sound P531 5.1 Headset for Professional Gamers
Q2F-00009	Microsoft	CDLOG	269.66	LifeCam Studio
H5D-00002	Microsoft	CDLOG	201.76	LifeCam Cinema
7PD-00002	Microsoft	CDLOG	181.39	LifeCam HD-6000 for Notebooks
7ND-00002	Microsoft	CDLOG	126.1	LifeCam HD-5000 -720P
T3H-00002	Microsoft	CDLOG	86.33	LifeCam HD-3000
JSD-00002	Microsoft	CDLOG	49.47	LifeCam VX-800
960-000765	Logitech	CDLOG	378.3	QuickCam C920
960-000483	Logitech	CDLOG	300.7	QuickCam Pro 9000
960-000477	Logitech	CDLOG	179.45	QuickCam C905
960-000657	Logitech	CDLOG	70.81	QuickCam C210 + Mic 1.3MP
960-000222	Logitech	CDLOG	63.05	Quickcam E3500 + Mic 1.3MP
960-000556	Logitech	CDLOG	32.98	QuickCam C100 1.3MP
SD19-B	AEE	CDLOG	665.42	SD19 Bicycle Edition
SD19-H	AEE	CDLOG	665.42	SD19 Helmet Edition
D11	AEE	CDLOG	68.87	שלט למצלמה SD19
B10	AEE	CDLOG	63.05	אביזר להתקנת המצלמה על הראש ללא קסדה
B11	AEE	CDLOG	112.52	אביזר להתקנת המצלמה על החזה
C01	AEE	CDLOG	105.73	אביזר להתקנה על הרכב מבחוץ
CO2	AEE	CDLOG	91.18	אביזר להתקנת המצלמה על השמשה הקדמים ברכב מבפנים
M12	AEE	CDLOG	106.7	אביזר להתקנת המצלמה על גלשן
D22	AEE	CDLOG	140.65	סוללה חיצונית למצלמה SD19
G02A	AEE	CDLOG	77.6	מתקן לכידון אופניים 10-25 ממ
G02B	AEE	CDLOG	77.6	מתקן לכידון אופניים 17-33 ממ
G02C	AEE	CDLOG	84.39	מתקן לכידון אופניים 32-55 ממ
M01	AEE	CDLOG	77.6	אביזר להתקנה על קסדה מהצד
M04	AEE	CDLOG	56.26	אביזר להתקנה של המצלמה על קסדה לצילום עצמי
Q13	AEE	CDLOG	28.13	מצוף למצלמה
S22C300B	Samsung	CDLOG	471.42	21.5" LED 5 MS DVI
E2742V	LG	CDLOG	1124.23	27" LED 5 MS DVI HDMI
E2442TC	LG	CDLOG	646.99	23.8" LED 5 MS DVI
23EN43V	LG	CDLOG	723.62	23" 5 MS DVI HDMI
E2370V-BF	LG	CDLOG	871.06	23" LED IPS Remote Audio Out 5 MS DVI HDMI
IPS235T-BN	LG	CDLOG	734.29	23" LED IPS 5 MS DVI
22EN43T-B	LG	CDLOG	491.79	21.5" LED 5 MS DVI
E2242T-BN	LG	CDLOG	478.21	21.5" LED 5 MS DVI
E1910PM-BN	LG	CDLOG	681.91	19" 3:4 5 MS DVI Speakers Pivot
L1942PK-BF	LG	CDLOG	628.56	19" 3:4 5 MS DVI Speakers Pivot
U3014	DELL	CDLOG	6127.49	30" LED 6 MS DVI HDMI
U2913WM	DELL	CDLOG	2457.98	29" LED 8 MS DVI HDMI
U2713HM	DELL	CDLOG	2370.68	27" LED IPS 8 MS DVI USB 3.0
U2412M	DELL	CDLOG	1029.17	24" LED IPS HUB USB 2.0 Pivot 16:10
U2312HM	DELL	CDLOG	695.49	23" LED IPS HUB USB 2.0 Pivot
P1913S	DELL	CDLOG	625.65	19" LED 5 MS DVI
E1913S	DELL	CDLOG	554.84	19" LED 5 MS
IN1930	DELL	CDLOG	469.48	18.5" WLED 5 MS
LS19C150F	Samsung	CDLOG	344.35	LED 18.5" 5 MS
E2381VR-BN	LG	CDLOG	877.85	LED 23" 5MS Full HD
4E000-00-40R	Sapphire	CDLOG	713.92	Sapphire Mini Projector 101
RCLAB	OEM	CDLOG	145.5	מעבדה חיצונית לתיקון מסכים
T27C370MW	Samsung	CDLOG	1334.72	LED 27" Wide HDMI 5ms Black
27EA53VQ-P	LG	CDLOG	1264.88	27" LED IPS 5 MS DVI HDMI
ORAEQ-MA002-GBA01	ARCTIC	CDLOG	235.71	Arctic Z1 Desk Mount Monitor Arm Black
ORAEQ-MA007-GBA01	ARCTIC	CDLOG	253.17	Arctic Z1 Desk Mount Monitor Arm RED
ORAEQ-MA004-GBA01	ARCTIC	CDLOG	309.43	Arctic Z2 Desk Mount Dual Monitor Arm Black
ORAEQ-MA008-GBA01	ARCTIC	CDLOG	341.44	Arctic Z2 Desk Mount Dual Monitor Arm Red
ORAEQ-MA005-GB	ARCTIC	CDLOG	95.06	W1A Monitor Wall Mount with Quick-Fix System Black
ORAEQ-MA006-GB	ARCTIC	CDLOG	158.11	W1A Monitor Wall Mount with Quick-Fix System Red
NANO600	FSP	CDLOG	189.15	NANO 600VA
BAOF600	IPPON	CDLOG	186.24	BACK OFFICE 600VA
BAOF800	IPPON	CDLOG	212.43	BACK OFFICE 800VA
EP650	FSP	CDLOG	226.98	BACKPOWER PRO 650VA RJ45 USB
EP850	FSP	CDLOG	285.18	BACKPOWER PRO 850VA RJ45 USB
EP1000	FSP	CDLOG	371.51	Smart 1000 VA USB RJ45
EP1500	FSP	CDLOG	605.28	Smart 1500 VA USB RJ45
EP2000	FSP	CDLOG	767.27	Smart POWER PRO 2000VA RJ45  USB
ARIS650	IPPON	CDLOG	218.25	Arista BACKPOWER PRO ARISTA 650VA RJ45 USB
ARIS1000	IPPON	CDLOG	360.84	Arista SMART POWER  PRO ARISTA 1000VA RJ45 USB
ARIS2000	IPPON	CDLOG	738.17	Arista SMART POWER PRO 2000VA RJ45 USB
FGALL10	FSP	CDLOG	1101.92	GALLEON ONLINE 1000VA RJ45 USB PURE SINEWAVE OUTPUT LCD PANEL
FGALL30	FSP	CDLOG	2699.51	GALLEON ONLINE 3000VA RJ45 USB PURE SINEWAVE OUTPUT  LCD Panel
GALL3	IPPON	CDLOG	2307.63	POWER GIANT GALLEON ONLINE 3000VA RJ45 PURE SINEWAVE OUTPUT
GALL6	IPPON	CDLOG	5579.44	POWER GIANT GALLEON ONLINE 6000VA RJ45 USB PURE SINEWAVE OUTPUT
GALL10	IPPON	CDLOG	7018.92	POWER GIANT GALLEON ONLINE 10KVA RJ45 USB  PURE SINEWAVE OUTPUT
GALL10-3PH	IPPON	CDLOG	11117.17	POWER GIANT GALLEON ONLINE 10KVA RJ45 USB  PURE SINEWAVE OUTPUT 3 Phase
GALL20	IPPON	CDLOG	13190.06	POWER GIANT GALLEON ONLINE 20KVA RJ45 USB  PURE SINEWAVE OUTPUT
GALL20-3PH	IPPON	CDLOG	14697.44	POWER GIANT GALLEON ONLINE 20KVA RJ45 USB  PURE SINEWAVE OUTPUT 3 Phase
FGALL10RM	FSP	CDLOG	1278.46	GALLEON ONLINE 1000VA RJ45 USB PURE SINEWAVE OUTPUT LCD PANEL RACK MOUNT
FGALL15RM	FSP	CDLOG	1440.45	GALLEON ONLINE 1500VA RJ45 USB PURE SINEWAVE OUTPUT LCD PANEL RACK MOUNT
FGALL20RM	FSP	CDLOG	2465.74	GALLEON ONLINE 2000VA RJ45 USB PURE SINEWAVE OUTPUT LCD PANEL RACK MOUNT
FGALL30RM	FSP	CDLOG	2876.05	GALLEON ONLINE 3000VA RJ45 USB PURE SINEWAVE OUTPUT LCD PANEL RACK MOUNT
GALL1.5RM	IPPON	CDLOG	1404.56	POWER GIANT GALLEON ONLINE 1500VA RJ45 USB PURE SINEWAVE OUTPUT RACKMOUNT LCD PANEL
FSNMP	FSP	CDLOG	540.29	SNMP Manager Card For Ippon / FSP Galleon UPS
GALRM	IPPON	CDLOG	200.79	Slide Kit For Ippon / FSP Rackmount Series
WU-60B	Clayetk	CDLOG	753.69	ארון תקשורת פתוח 6U תלייה על קיר עומק 400 מ"מ
WB-670	Clayetk	CDLOG	1244.51	ארון שרתים 6U עומק 700 מ"מ
WD-960	Clayetk	CDLOG	1451.12	ארון שרתים 9U עומק 600 מ"מ
WD-1560	Clayetk	CDLOG	1866.28	ארון שרתים 15U עומק 600 מ"מ
WN-228	Clayetk	CDLOG	2750.92	ארון שרתים 22U עומק 700 מ"מ
WG-129	Clayetk	CDLOG	2750.92	ארון שרתים 12U עומק 900 מ"מ
WA-MA813	Clayetk	CDLOG	697.43	זרוע חיצונית למסך - מתחברת לארון תקשורת
WQ-990	Clayetk	CDLOG	3354.26	ארון שרתים 9U שקט במיוחד עומק 900 מ"מ
WN4210	Clayetk	CDLOG	3768.45	ארון שרתים 42U עומק 1000 מ"מ
WA-SF80B	Clayetk	CDLOG	199.82	מגש עומסים גבוהים לארון תקשורת
WA-KBR80B	Clayetk	CDLOG	358.9	מגירת מקלדת על מסילות 1U לארון תקשורת
WA-SFR96B	Clayetk	CDLOG	403.52	מגש עומסים גבוהים לארון תקשורת נשלף על מסילות
WA-FANAC120	Clayetk	CDLOG	125.13	זוג מאווררים 120 מ"מ AC לארון תקשורת
WA-3FAN-120AC	Clayetk	CDLOG	313.31	שלישיית מאווררים 120 מ"מ AC לארון תקשורת
WA-CM2UB	Clayetk	CDLOG	101.85	ערכת סידור כבלים 2U לארון תקשורת
WA-P1UB	Clayetk	CDLOG	41.71	פנה קדמי 1U לארון שרתים
WA-P3UB	Clayetk	CDLOG	64.99	פנל קדמי 3U לארון שרתים
941-000046	Logitech	CDLOG	1139.75	G27 Racing Wheel
963290-0914	Logitech	CDLOG	150.35	Extreme 3D Pro Joystick USB
940-000114	Logitech	CDLOG	122.22	F510 GamePad For PC USB
910-001354	Logitech	CDLOG	155.2	R400 Cordless Presenter
910-001350	Logitech	CDLOG	328.83	R800 Cordless Presenter
ASTRA8600	UMAX	CDLOG	439.41	סורק Astra 8600 Sheet Feed
GPENM609X	Genius	CDLOG	376.36	משטח מולטימדיה G-PEN M609X
DIR-300	D-LINK	CDLOG	66.93	Router WirelessN  150Mb
DIR-615	D-LINK	CDLOG	79.54	Router WirelessN  300Mb
DIR-651	D-LINK	CDLOG	155.2	Router WirelessN  300Mb GIGABIT
DIR-506L	D-LINK	CDLOG	168.78	Pocket Router WirelessN 300Mb Cloud Router
DIR-632	D-LINK	CDLOG	151.32	Router WirelessN  300Mb 8-port
DIR-685	D-LINK	CDLOG	228.92	Router WirelessN  300Mbp Gigabit ,2.5" Storage Drive, Photoframe LCD
DIR-645	D-LINK	CDLOG	263.84	Router WirelessN  300Mb GIGABIT  6 X SmartBeam antennas
DIR-636L	D-LINK	CDLOG	267.72	Router WirelessN  300Mbps GIGABIT  Cloud Router
DSL-2740U	D-LINK	CDLOG	175.57	Modem Router wirelessN 300Mb
DWL-P50	D-LINK	CDLOG	101.85	POE Adapter - For Non POE Products
DWL-P200	D-LINK	CDLOG	144.53	POE Adapters (2) Selectable output 5V DC, 2.5A or 12V DC, 1A, transmit power up to 100m
N-330	ST-Lab	CDLOG	165.87	STLAB USB 4-port SERVER for Printers, scanners and storage devices (by LAN in local network)
N-281	ST-Lab	CDLOG	33.95	STLAB LAN CARD 10/100 PCI-E Realtek
N-210	ST-Lab	CDLOG	16.49	STLAB LAN CARD 10/100 PCI Realtek
N-380	ST-Lab	CDLOG	147.44	STLAB LAN CARD 10/100/1000 PCI-E Dual Port Realtek
PILA8460M	Intel	CDLOG	101.85	INTEL LAN CARD PRO 10/100 PCI
INT-8392MT	Intel	CDLOG	404.49	INTEL LAN CARD PRO 1000GT Dual Port PCI
INT-8494MT	Intel	CDLOG	877.85	INTEL LAN CARD PRO 1000GT Quad Port PCI-X
INT-9301CT	Intel	CDLOG	129.01	INTEL LAN CARD GIGABIT PCI-E x1 Bulk
P1203	TYAN	CDLOG	474.33	TYAN LAN CARD GIGABIT Dual Port PCI-E x4 INTEL 82576
AOC-UG-I4	SuperMicro	CDLOG	1106.77	Supermicro LAN CARD GIGABIT 4-Port PCIE x8 Intel 82571EB
AOC-SG-I4	SuperMicro	CDLOG	1407.47	Supermicro LAN CARD GIGABIT 4-Port PCIE x8 Intel 82576 Low Profile + Virtualization
AOC-STG-I2	SuperMicro	CDLOG	2570.5	Supermicro LAN CARD 10GBe 2-Port PCI-E
DWA-125	D-LINK	CDLOG	32.01	WirelessN 150Mb USB Adapter
DWA-140	D-LINK	CDLOG	42.68	WirelessN 300Mb USB Adapter
DWA-127	D-LINK	CDLOG	55.29	WirelessN 150Mb USB Adapter NANO with  High Gain Antenna
DWA-160	D-LINK	CDLOG	122.22	WirelessN 300Mb USB Adapter DUAL BAND
DWA-182	D-LINK	CDLOG	222.13	Wireless AC 1200 USB Adapter DUAL BAND
DWA-525	D-LINK	CDLOG	49.47	WirelessN 150Mb PCI Adapter bulk
DWA-548	D-LINK	CDLOG	70.81	WirelessN 300Mb PCI-E adapter
DWA-566	D-LINK	CDLOG	116.4	WirelessN 300Mb PCI-E adapter DUAL BAND
DFE-520TX	D-LINK	CDLOG	18.43	Network Adapter 10/100 PCI Dual Speed
DGE-528T	D-LINK	CDLOG	35.89	Network Adapter GIGABIT Lan  Bulk
DGE-530T	D-LINK	CDLOG	51.41	Network Adapter Managed GIGABIT  Lan
DUB-E100	D-LINK	CDLOG	88.27	Network Adapter   USB 2.0  to LAN
DFE-551FX	D-LINK	CDLOG	240.56	Network Adapter Dual Lan Card 10/100 PCI   FIBER (SC) - Up to 2KM to Switch , Vlan, Flow Control
DGE-560T	D-LINK	CDLOG	66.93	Network Adapter Advanced Managed Gigabit PCI-E
DGE-550SX	D-LINK	CDLOG	404.49	Network Adapter Fiber 1000BASE-SX   PCI
C10GT	THECUS	CDLOG	1527.75	Thecus 10Gb Expansion card with 1X  CX4 port  &  1X  SFP+ port
E1G42ETBLK	Intel	CDLOG	628.56	Intel LAN CARD Dual Gigabit Port PCI-E Low + Full Profile (Intel 82576)
DAP-1155	D-LINK	CDLOG	74.69	Access Point WirelessN 150Mb Client, / WDS / WISP
DAP-1360	D-LINK	CDLOG	98.94	Access Point WirelessN 300Mb Client / WDS / WISP
DAP-1320	D-LINK	CDLOG	127.07	Access Point WirelessN 300Mb Compact Range Extender
DAP-2310	D-LINK	CDLOG	231.83	Access Point WirelessN 300Mb  Client, / WDS / WISP
DWL-2600AP	D-LINK	CDLOG	320.1	Access Point WirelessN Single Band unified   (Compatible with DWC-1000 controller)
DWL-3600AP	D-LINK	CDLOG	656.69	Access Point WirelessN Single Band unified   (Compatible with DWC-1000 controller)
DAP-2360	D-LINK	CDLOG	418.07	Access Point WirelessN Gigabit POE
DAP-3310	D-LINK	CDLOG	376.36	Access Point WirelessN Outdoor Gigabit POE 10dbi
DAP-2553EIL	D-LINK	CDLOG	586.85	Access Point WirelessN Dualband Business Gigabit, POE
DAP-3220	D-LINK	CDLOG	755.63	Access Point WirelessG 108Mb outdoor  17dBm
DWC-1000	D-LINK	CDLOG	2195.11	Access Point Controller
DAP-2690-IL	D-LINK	CDLOG	656.69	Access Point WirelessN Dualband Business Gigabit, POE
ANT24-0502	D-LINK	CDLOG	42.68	Antenna Gain Indoor 5dBi Omni-directional 5dBi/360
ANT24-0600	D-LINK	CDLOG	247.35	Antenna Gain Indoor 6dBi Directional indoor 68 deg/1.5m Filotex extension cable/RP-SMA to RP-TNC adapter
ANT24-0802C	D-LINK	CDLOG	66.93	Antenna Gain Indoor 8dBi Omni-directional 8dBi/360
ANT24-0802	D-LINK	CDLOG	88.27	Antenna Gain Indoor 8dBi Omni-directional 8dBi/360
ANT24-0800	D-LINK	CDLOG	247.35	Antenna Gain Outdoor 8dBi Omni-directional 8dBi/ 360
ANT24-1201	D-LINK	CDLOG	233.77	Antenna Gain Outdoor 12dBi (Directional Yagi Ant./12dBi/ 50
ANT24-1200	D-LINK	CDLOG	269.66	Antenna Gain Outdoor 12dBi (Directional Yagi Ant./12dBi/ 80
ANT24-1202	D-LINK	CDLOG	420.01	Antenna Gain Outdoor 12dBi (Omni-directional 12dBi/ 360
ANT70-1400N	D-LINK	CDLOG	742.05	Antenna Gain Outdoor 14dBi Triple Polarization Dual-Band Outdoor Directional
ANT24-1600N	D-LINK	CDLOG	586.85	Antenna Gain Outdoor 16-17dBi Dual Polarization 2.4G Outdoor Directional
ANT24-1800	D-LINK	CDLOG	538.35	Antenna Gain Outdoor 18dBi Directional Panel Ant./18dBi/ 15
ANT24-1801	D-LINK	CDLOG	538.35	Antenna Gain Outdoor 18dBi Directional Yagi Ant./18dBi/ 15
ANT24-2100	D-LINK	CDLOG	807.04	Antenna Gain Outdoor 21dBi Conner type (up to 10 KM
ANT24-CB03N	D-LINK	CDLOG	97	Antenna Cable 3M
ANT24-CB06N	D-LINK	CDLOG	122.22	Antenna Cable 6M
ANT24-CB09N	D-LINK	CDLOG	144.53	Antenna Cable 9M
ANT24-ODU1M	D-LINK	CDLOG	85.36	Antenna Cable 1M Low loss cable
ANT24-ODU3M	D-LINK	CDLOG	109.61	Antenna Cable 3M Low loss cable
DES-1005A	D-LINK	CDLOG	31.04	Switch 5 Port 10/100 unmanaged
DES-1008A	D-LINK	CDLOG	35.89	Switch 8 Port 10/100 unmanaged
DES-1005P	D-LINK	CDLOG	158.11	Switch 5 Port 10/100 (1X PoE) (15.6W), unmanaged, Metal
DES-1210-08P	D-LINK	CDLOG	684.82	Switch 8 Port 10/100 (8X PoE) (56W), unmanaged, Metal
DES-1016-VER-A1	D-LINK	CDLOG	98.94	Switch 16 Port 10/100 unmanaged (black)
DES-1016A-VER-B1	D-LINK	CDLOG	127.07	Switch 16 Port 10/100 unmanaged (black), Metal
DES-1024A	D-LINK	CDLOG	175.57	Switch 24 Port 10/100 unmanaged, Metal
DES-1026G	D-LINK	CDLOG	319.13	Switch 24 Port 10/100, 2 Gigabit uplink ports, unmanaged, Metal
DES-1050G	D-LINK	CDLOG	699.37	Switch 48 Port 10/100, 2 Gigabit ports, unmanaged
DES-1008FR-PRO	D-LINK	CDLOG	270.63	Switch 8 Port 7X 10/100 + 1X BASE-FX SC 20KM FIBER
DES-1100-26	D-LINK	CDLOG	474.33	Switch 24 Port 10/100 + 2 Giga uplink ports, L2 Easy Smart, Metal
DES-1210-28	D-LINK	CDLOG	620.8	Switch 24 Port 10/100 + 2 x Giga ports + 2 Combo SFP/Giga ports, L2 managed
DES-1210-28P	D-LINK	CDLOG	1247.42	Switch 24 Port 10/100 (24 XPoE) + 2 x Giga ports + 2 Combo SFP/Giga ports, L2 managed
DES-1210-52	D-LINK	CDLOG	1085.43	Switch 48 Port 10/100 + 2 x Giga ports + 2 Combo SFP/Giga ports, L2 managed
DES-3028	D-LINK	CDLOG	842.93	Switch 24 Port 10/100 + 2 x Giga ports + 2 Combo SFP/Giga ports, Full L2 Managed
DES-3200-10	D-LINK	CDLOG	643.11	Switch 8-port 10/100 + 2 Combo SFP/Giga ports, Full L2
DES-3200-28	D-LINK	CDLOG	966.12	Switch 24-port 10/100 + 2 Combo SFP/Giga ports, Full L2
DES-3200-28P	D-LINK	CDLOG	1738.24	Switch 24 Port 10/100 (24X PoE) + 2 x Giga ports + 2 Combo SFP/Giga ports, Full L2 Managed
DES-3550	D-LINK	CDLOG	2198.02	Switch 48-port 10/100 + 2 Combo SFP/Giga ports, Full L2+ advanced Managed
DES-3852	D-LINK	CDLOG	3823.74	Switch 48-Port 10/100 + 2 x Giga ports + 2 Combo SFP/Giga ports, Full L3 Managed
DGS-1005A	D-LINK	CDLOG	68.87	Switch 5 Port Gigabit unmanaged
DGS-1008A	D-LINK	CDLOG	95.06	Switch 8 Port Gigabit unmanaged
DGS-1016A	D-LINK	CDLOG	274.51	Switch 16 Port Gigabit unmanaged
DGS-1024A	D-LINK	CDLOG	376.36	Switch 24 Port Gigabit unmanaged
DGS-1100-06	D-LINK	CDLOG	257.05	Switch 6 Port Gigabit L2 Easy smart, 5X Base-T + 1X SFP Metro CPE
DGS-1100-08P	D-LINK	CDLOG	387.03	Switch 8 Port Gigabit (8X PoE - total 64W) L2 Easy smart, Metal
DGS-1100-16	D-LINK	CDLOG	411.28	Switch 16 Port Gigabit L2 Easy smart, Metal
DGS-1100-24	D-LINK	CDLOG	509.25	Switch 24 Port Gigabit L2 Easy smart, Metal
DGS-1210-10P	D-LINK	CDLOG	966.12	Switch 8 Port Gigabit (8X PoE) + 2 x SFP/Giga ports, L2 managed
DGS-1210-16-E	D-LINK	CDLOG	573.27	Switch 12 Port Gigabit + 4 x Combo SFP/Giga ports, L2 managed
DGS-1210-20	D-LINK	CDLOG	625.65	Switch 16 Port Gigabit + 4 x Combo SFP/Giga ports, L2 managed
DGS-1210-24	D-LINK	CDLOG	776.97	Switch 20 Port Gigabit + 4 x Combo SFP/Giga ports, L2 managed
DGS-1210-28	D-LINK	CDLOG	744.96	Switch 24 Port Gigabit + 4 x Combo SFP/Giga ports, L2 managed
DGS-1210-28P	D-LINK	CDLOG	1809.05	Switch 24 Port Gigabit (24X PoE) + 4 x Combo SFP/Giga ports, L2 managed
DGS-1210-52	D-LINK	CDLOG	1731.45	Switch 48 Port Gigabit + 4 x Combo SFP/Giga ports, L2 managed
DGS-1500-20	D-LINK	CDLOG	860.39	Switch 16 Port Gigabit WEB SmartPro + 4 x SFP ports, L2 managed + S. routing + V. stacking
DGS-1500-28	D-LINK	CDLOG	1247.42	Switch 28 Port Gigabit WEB SmartPro + 4 x SFP ports, L2 managed + S. routing + V. stacking
DGS-1500-28P	D-LINK	CDLOG	3003.12	Switch 28 Port Gigabit (24X PoE) WEB SmartPro + 4 x SFP ports, L2 managed + S. routing + V. Stacking
DGS-1500-52	D-LINK	CDLOG	2353.22	Switch 48 Port Gigabit WEB SmartPro + 4 x SFP ports, L2 managed + S. routing + V. stacking
DGS-3120-24TC	D-LINK	CDLOG	1843.97	Switch 24 Port 4 x SFP/Giga ports + phy. Stack ports upto 40Gbps, SDCARD, L2/L3 managed
DGS-3120-24SC	D-LINK	CDLOG	2528.79	Switch 24 Port 16 x SFP/Giga ports + phy. Stack ports upto 40Gbps, SDCARD, L2/L3 managed
DGS-3120-24PC	D-LINK	CDLOG	4049.75	Switch 24 Port Gigabit (24X PoE) 4 x SFP/Giga ports + 2 x phy. Stack ports, L2/L3 managed
DGS-3100-48	D-LINK	CDLOG	4496.92	Switch 48 Port 4 x SFP/Giga ports + 2 x phy. Stack ports, L2/L3 managed
DGS-3120-48TC	D-LINK	CDLOG	4126.38	Switch 48 Port 4 x SFP/Giga ports + phy. Stack ports upto 40Gbps, SDCARD, L2/L3 managed
DGS-3120-48PC	D-LINK	CDLOG	6303.06	Switch 48 Port (48X PoE) 4 x SFP/Giga ports + 2 x phy. Stack ports, L2/L3 managed
DGS-3200-10	D-LINK	CDLOG	993.28	Switch 8 Port Gigabit 2 x SFP/Giga ports + 2 x phy. Stack ports, L2 managed
DGS-3200-16	D-LINK	CDLOG	1522.9	Switch 16 Port Gigabit 2 x Combo SFP/Giga ports, L2 managed
DGS-3420-28TC	D-LINK	CDLOG	4108.92	Switch 24-port Gigabit 4 x SFP/Giga ports + 4x 10G SFP+ Stack/uplink ports
DGS-3420-28SC	D-LINK	CDLOG	4284.49	Switch 24-port Gigabit 20X SFP ports + 4x SFP/base-T ports + 4x 10G SFP+ Stack/uplink ports
DGS-3450	D-LINK	CDLOG	6285.6	Switch 48-port Gigabit 4 x SFP/Giga ports + 2 x 10GE Stack/uplink ports, L2/L3 managed
DGS-3612G	D-LINK	CDLOG	3335.83	Switch 12 Port Gigabit 4 x SFP/Giga ports , Full L3 managed
DGS-3627G	D-LINK	CDLOG	9143.22	Switch 24 Port Gigabit 4 x SFP/Giga ports + 3 x 10GE Stack/uplink ports, Full L3 managed
DGS-3620-28TC	D-LINK	CDLOG	10212.16	Switch 24-port Gigabit Base-T 4 x SFP/Giga ports + 4 x 10G SFP+ Stack/uplink ports, Multicast, OSPF/BGP/VRRF
DGS-3620-28SC	D-LINK	CDLOG	8954.07	Switch 24-port Gigabit SFP 4 x SFP/Giga ports + 4 x 10G SFP+ Stack/uplink ports, Multicast, OSPF/BGP/VRRF
DXS-3600-16S	D-LINK	CDLOG	15625.73	Enterprise Switch 8-ports 10G SFP+ L3 Managed, Redundant H/S PSU / Fans, OSPF/BGP included
DXS-3600-32S	D-LINK	CDLOG	32480.45	Enterprise Switch 24-ports 10G SFP+ L3 Managed, Redundant H/S PSU / Fans, OSPF/BGP included
DGS-3000-10TC	D-LINK	CDLOG	790.55	Switch 8-port 10/100 + 2 Combo SFP/Giga ports, Full L2
DPH-150S	D-LINK	CDLOG	165.87	VOIP SIP Phone, Acoustic echo cancellation, LCD display, memory function keys, QOS
DPH-150SE	D-LINK	CDLOG	207.58	VOIP SIP Phone, Acoustic echo cancellation, LCD display, memory function keys, QOS POE
DPH-400S	D-LINK	CDLOG	235.71	VOIP SIP Premium Phone, support 4 x accounts, PPPoE, DHCP, QOS, 128x64 LCD Display
DPH-400SE	D-LINK	CDLOG	361.81	VOIP SIP Premium Phone, support 4 x accounts, PPPoE, DHCP, QOS, 128x64 LCD Display POE
DVG-2102S	D-LINK	CDLOG	137.74	VOIP Adapter 1WAN 2FXS, support SIP, T.38 (fax)
DVG-5112S	D-LINK	CDLOG	186.24	VOIP Adapter 2x FXS+ 1x WAN, 1-port LAN
DVG-7111S	D-LINK	CDLOG	214.37	VOIP Adapter 1X FXS+ 1X FXO, 1-port LAN
DVG-N5402GF	D-LINK	CDLOG	439.41	VOIP Wireless Station Gateway 1x Gigabit WAN, 1x Gigabit SFP, 4x Gigabit LAN 2 Port FXP
DVG-5004S	D-LINK	CDLOG	670.27	VOIP Station Gateway 4 Port (4X FXP + 4X LAN)
DVG-5008S	D-LINK	CDLOG	1154.3	VOIP Station Gateway 8 Port (8X FXP + 4X LAN)
KVM-121	D-LINK	CDLOG	88.27	KVM Switch 2 Port PS/2 + Audio
KVM-221	D-LINK	CDLOG	120.28	KVM Switch 2 Port USB + Audio
DKVM-4K	D-LINK	CDLOG	109.61	KVM Switch Digital 4 Port PS/2
DKVM-4U	D-LINK	CDLOG	175.57	KVM Switch Digital 4 Port USB
KVM-140	D-LINK	CDLOG	387.03	KVM Switch Digital 8 Port PS/2
DKVM-IP8	D-LINK	CDLOG	2150.49	KVM Over IP Switch 8 Port PS/2 Rackmount (Daisy-Chain + Web management)
KVM-440	D-LINK	CDLOG	645.05	KVM COMBO Switch 8 Port PS/2 + USB Rackmount
KVM-450	D-LINK	CDLOG	1351.21	KVM COMBO Switch 16 Port PS/2 + USB Rackmount
DKVM-CB15	D-LINK	CDLOG	35.89	KVM Cable 1.5M
DKVM-CB	D-LINK	CDLOG	46.56	KVM Cable 1.8M
DKVM-CBC	D-LINK	CDLOG	48.5	KVM Cable 1.8M
DKVM-CB3	D-LINK	CDLOG	56.26	KVM Cable 3M
DKVM-CB5	D-LINK	CDLOG	66.93	KVM Cable 4.5M
DKVM-CU	D-LINK	CDLOG	38.8	KVM Cable 2 in 1 USB 1.8M
DKVM-CU3	D-LINK	CDLOG	58.2	KVM Cable 2 in 1 USB 3M
KVM-401	D-LINK	CDLOG	54.32	KVM COMBO cable PS/2 + USB 1.8M
KVM-402	D-LINK	CDLOG	82.45	KVM COMBO cable PS/2 + USB 3M
DKVM-IPCB	D-LINK	CDLOG	58.2	KVM Cable For DKVM-IP8
DKVM-IPCB5	D-LINK	CDLOG	95.06	KVM Cable For DKVM-IP8 5M
DIR-457U	D-LINK	CDLOG	467.54	3G Router WirelessN with Micro-SD and battery
X220Y-BLACK	Alcatel	CDLOG	53.35	Modem 3G Alcatel X220Y USB
DIR-140L	D-LINK	CDLOG	270.63	VPN Cloud Router
