sku	mfg	supplier	price	description
C4570T	Intel	CDLOG	716.83	Core i5 4570 With Graphics Tray
C3770T	Intel	CDLOG	1096.1	Core i7 3770 With Graphics Tray
C3470T	Intel	CDLOG	681.91	Core i5 3470 With Graphics Tray
C3245B	Intel	CDLOG	551.93	Core i3 3245 With 4000HD Graphics Box
C3240T	Intel	CDLOG	428.74	Core i3 3240 With Graphics Tray
G2130B	Intel	CDLOG	361.81	Pentium G2130 Dual Core Box
G2030T	Intel	CDLOG	200.79	Pentium G2030 Dual Core Tray
G1610B	Intel	CDLOG	172.66	Celeron G1610 Dual Core Box
C920T	Intel	CDLOG	868.15	Core i7 920 Tray
G465B	Intel	CDLOG	151.32	Celeron G465 Dual Core Box
E2200T	Intel	CDLOG	218.25	Pentium E2200 Dual Core Tray
PD30925T	Intel	CDLOG	453.96	Pentium D 925 Dual Core LGA775 Tray
C3245T	Intel	CDLOG	513.13	Core i3 3245 With 4000HD Graphics Tray
G3220B	Intel	CDLOG	242.5	Pentium G3220 Dual Core Box
G3220T	Intel	CDLOG	222.13	Pentium G3220 Dual Core Tray
C4130T	Intel	CDLOG	440.38	Core i3 4130 With Graphics Tray
C4330T	Intel	CDLOG	530.59	Core i3 4330 With Graphics Tray
C4340T	Intel	CDLOG	562.6	Core i3 4340 With Graphics Tray
C3770SB	Intel	CDLOG	1163.03	Core i7 3770S With Graphics Box
C4960XB	Intel	CDLOG	4178.76	Core i7 4960X Extreme Box
C4820KB	Intel	CDLOG	1303.68	Core i7 4820K Box
C4930KB	Intel	CDLOG	2286.29	Core i7 4930K Box
C4771B	Intel	CDLOG	1239.66	Core i7 4771 With Graphics Box
C3820T	Intel	CDLOG	1120.35	Core i7 3820 Tray
C4440T	Intel	CDLOG	695.49	Core i5 4440 With Graphics Tray
FX8350B	AMD	CDLOG	811.89	AMD FX-8350 AM3+ 8-core Box
FX6300B	AMD	CDLOG	551.93	AMD FX-6300 x6 AM3+ Black Box
A10-6800KB	AMD	CDLOG	593.64	AMD A10-6800K x4 Black Edition FM2 With Radeon 8670D Box
A8-6600KB	AMD	CDLOG	460.75	AMD A8-6600K x4 Black Edition With Radeon 8570D Box
A8-5600K	AMD	CDLOG	411.28	AMD A8-5600K x4 Black Edition FM2 With Radeon 7560D Box
A6-5400K	AMD	CDLOG	250.26	AMD A6-5400K x2 Black Edition With Radeon 7540D Box
A4-5300	AMD	CDLOG	207.58	AMD A4-5300 x2 Black Edition FM2 With Radeon 7480D Box
FM2750KB	AMD	CDLOG	305.55	AMD Athlon II x4 750K FM2 Box
FM1631B	AMD	CDLOG	242.5	AMD Athlon II x4 631 FM1 Box
A43400T	AMD	CDLOG	165.87	AMD A4-3400 x2 With Radeon 641D Tray
AM3955BT	AMD	CDLOG	313.31	AMD Phenom II x4 955 AM3 Tray
AM38750T	AMD	CDLOG	194	AMD Phenom x3 8750 AM2+ Tray
AM3270B	AMD	CDLOG	196.91	AMD Athlon x2 270 AM3 Box
AM3240BT	AMD	CDLOG	140.65	AMD Athlon x2 240 AM3 Tray
AM3250UB	AMD	CDLOG	127.07	AMD Athlon x2 250U AM3 Tray
ASM3145T	AMD	CDLOG	120.28	AMD Sempron 145 AM3 Tray
A6432TVBW	AMD	CDLOG	137.74	AMD Athlon 3200 Venice 939 Tray
AS2200T	AMD	CDLOG	103.79	AMD Sempron 2200 Socket A Tray
A10-6700B	AMD	CDLOG	573.27	AMD A10-6700 x4 FM2 With Radeon 8670D 65W Box
GF2A85XUP4	Gigabyte	CDLOG	488.88	GA-F2A85X-UP4
GF2A85XD3H	Gigabyte	CDLOG	330.77	GA-F2A85X-D3H
GF2A85XMD3H	Gigabyte	CDLOG	302.64	GA-F2A85XM-D3H
GF2A85XMHD3	Gigabyte	CDLOG	277.42	GA-F2A85XM-HD3
GF2A75MHD2	Gigabyte	CDLOG	263.84	GA-F2A75M-HD2
GF2A55MDS2	Gigabyte	CDLOG	214.37	GA-F2A55M-DS2
GA55DS3P	Gigabyte	CDLOG	277.42	GA-A55-DS3P
GA55MS2HP	Gigabyte	CDLOG	225.04	GA-A55M-S2HP
GA55MS2V	Gigabyte	CDLOG	218.25	GA-A55M-S2V
GA55MDS2	Gigabyte	CDLOG	203.7	GA-A55MD-S2
G990FXAUD3	Gigabyte	CDLOG	456.87	GA-990FXA-UD3
G970AUD3	Gigabyte	CDLOG	389.94	GA-970A-UD3
G970AD3	Gigabyte	CDLOG	372.48	GA-970A-D3
G870AUD3	Gigabyte	CDLOG	326.89	GA-870A-UD3
GMA770TUD3	Gigabyte	CDLOG	253.17	GA-MA770T-UD3
G770TD3L	Gigabyte	CDLOG	242.5	GA-770T-D3L
G78LMTS2P	Gigabyte	CDLOG	207.58	GA-78LMT-S2P
G78LMTS2	Gigabyte	CDLOG	207.58	GA-78LMT-S2
GM68MTS2P	Gigabyte	CDLOG	200.79	GA-M68MT-S2P
MI-E350	GIADA	CDLOG	404.49	GIADA MI-E350
MI-E350T	GIADA	CDLOG	404.49	GIADA MI-E350T
MI-R880G	GIADA	CDLOG	270.63	GIADA MI-R880G
GE240N	Gigabyte	CDLOG	231.83	Gigabyte GA-E240N
GE350N	Gigabyte	CDLOG	257.05	GA-E350N
G880GMD2H	Gigabyte	CDLOG	348.23	GA-880GM-D2H
GG1SNIP5	Gigabyte	CDLOG	1752.79	GA-G1.Sniper 5
GG1SNIPM5	Gigabyte	CDLOG	797.34	GA-G1.Sniper M5
GZ87XOCFO	Gigabyte	CDLOG	2002.08	GA-Z87X-OC FORCE
GZ87XOC	Gigabyte	CDLOG	822.56	GA-Z87X-OC
GZ87XUD5H	Gigabyte	CDLOG	924.41	GA-Z87X-UD5H
GZ87XUD4H	Gigabyte	CDLOG	790.55	GA-Z87X-UD4H
GZ87XUD3H	Gigabyte	CDLOG	681.91	GA-Z87X-UD3H
GZ87XD3H	Gigabyte	CDLOG	614.98	GA-Z87X-D3H
GZ87MXD3H	Gigabyte	CDLOG	537.38	GA-Z87MX-D3H
GZ87HD3	Gigabyte	CDLOG	435.53	GA-Z87-HD3
GZ87MD3H	Gigabyte	CDLOG	446.2	GA-Z87M-D3H
GZ87MHD3	Gigabyte	CDLOG	400.61	GA-Z87M-HD3
GZ87D3HP	Gigabyte	CDLOG	519.92	GA-Z87D3-HP
GZ87PD3	Gigabyte	CDLOG	404.49	GA-Z87P-D3
GH87D3H	Gigabyte	CDLOG	415.16	GA-H87-D3H
GH87HD3	Gigabyte	CDLOG	369.57	GA-H87-HD3
GH87MD3H	Gigabyte	CDLOG	369.57	GA-H87M-D3H
GH87MHD3	Gigabyte	CDLOG	333.68	GA-H87M-HD3
GP85D3	Gigabyte	CDLOG	335.62	GA-P85-D3
GB85HD3	Gigabyte	CDLOG	339.5	GA-B85-HD3
GB85MHD3	Gigabyte	CDLOG	277.42	GA-B85M-HD3
MZ87MP	MSI	CDLOG	874.94	Z87-M POWER
MZ87GD65G	MSI	CDLOG	755.63	Z87-GD65 Gaming
MZ87G45G	MSI	CDLOG	611.1	Z87-G45 Gaming
MZ87G43	MSI	CDLOG	446.2	Z87-G43
MZ87G41PM	MSI	CDLOG	400.61	Z87-G41 PC Mate
MZ87MG43	MSI	CDLOG	411.28	Z87M-G43
MH87G41PM	MSI	CDLOG	383.15	H87-G41 PC Mate
MH87G43	MSI	CDLOG	379.27	H87-G43
MB85ME33	MSI	CDLOG	242.5	B85M-E33
GX79SUP5W	Gigabyte	CDLOG	1219.29	GA-X79S-UP5-WIFI
GX79UP4	Gigabyte	CDLOG	905.98	GA-X79-UP4
GX79UD3	Gigabyte	CDLOG	840.02	GA-X79-UD3
GX58AOC	Gigabyte	CDLOG	1404.56	GA-X58A-OC
GZ77XUD5H	Gigabyte	CDLOG	888.52	GA-Z77X-UD5H
GZ77XUD4H	Gigabyte	CDLOG	649.9	GA-Z77X-UD4H
GG1SNIP3	Gigabyte	CDLOG	1282.34	G1.Sniper 3
GG1SNIPM3	Gigabyte	CDLOG	597.52	G1.Sniper M3
GZ77XUD3H	Gigabyte	CDLOG	582.97	GA-Z77X-UD3H
GZ77XD3H	Gigabyte	CDLOG	513.13	GA-Z77X-D3H
GZ77D3H	Gigabyte	CDLOG	443.29	GA-Z77-D3H
GZ77MXD3H	Gigabyte	CDLOG	443.29	GA-Z77MX-D3H
GZ77MD3H	Gigabyte	CDLOG	361.81	GA-Z77M-D3H
GQ77MD2H	Gigabyte	CDLOG	467.54	GA-Q77M-D2H
GH77D3H	Gigabyte	CDLOG	369.57	GA-H77-D3H
GH77DS3H	Gigabyte	CDLOG	330.77	GA-H77-DS3H
GH77MD3H	Gigabyte	CDLOG	309.43	GA-H77M-D3H
GH77MHD3	Gigabyte	CDLOG	291.97	GA-H77M-HD3
GB75D3V	Gigabyte	CDLOG	281.3	GA-B75-D3V
GB75MD3H	Gigabyte	CDLOG	253.17	GA-B75M-D3H
GB75MHD3	Gigabyte	CDLOG	242.5	GA-B75M-HD3
GB75MD3V	Gigabyte	CDLOG	225.04	GA-B75M-D3V
GB75MD2V	Gigabyte	CDLOG	203.7	GA-B75M-D2V
GG1SNIP2	Gigabyte	CDLOG	1401.65	G1.SNIPER 2
GZ68XPUD3P	Gigabyte	CDLOG	502.46	GA-Z68XP-UD3P- B3
GZ68PDS3	Gigabyte	CDLOG	281.3	GA-Z68P-DS3
GP61USB3B3	Gigabyte	CDLOG	242.5	GA-P61-USB3-B3
GP61DS3B3	Gigabyte	CDLOG	218.25	GA-P61-DS3-B3
GH61MD2HUSB3	Gigabyte	CDLOG	222.13	GA-H61M-D2H-USB3
GH61MDS2H	Gigabyte	CDLOG	203.7	GA-H61M-DS2H
GH61MD2PB3BU	Gigabyte	CDLOG	190.12	GA-H61M-D2P-B3-BU
GH61MD2PB3	Gigabyte	CDLOG	186.24	GA-H61M-D2P-B3
GH61MD2B3BU	Gigabyte	CDLOG	179.45	GA-H61M-D2-B3-BU
GH61MD2B3	Gigabyte	CDLOG	175.57	GA-H61M-D2-B3
GH61MS2PV	Gigabyte	CDLOG	186.24	GA-H61M-S2PV
GH61MDS2D	Gigabyte	CDLOG	181.39	GA-H61MD-S2 DVI
GH61MS1	Gigabyte	CDLOG	166.84	GA-H61M-S1 Brown retail
GG41MCO	Gigabyte	CDLOG	295.85	GA-G41M-Combo
DH67BLRBU	Intel	CDLOG	285.18	Intel DH67BLR-BU
DH67BLR	Intel	CDLOG	277.42	Intel DH67BLR
DG45ID	Intel	CDLOG	320.1	Intel DG45ID  RETAIL
DP43BKb	Intel	CDLOG	298.76	Intel BLKDP43BF Bulk
DG43RK	Intel	CDLOG	242.5	Intel BOXDG43RK Retail
DG41RQ	Intel	CDLOG	257.05	Intel DG41RQ BULK
MZ77AGD80	MSI	CDLOG	776.97	Z77A-GD80
MZ77AGD65	MSI	CDLOG	636.32	Z77A-GD65
MZ77AGD55	MSI	CDLOG	526.71	Z77A-GD55
MZ77MP	MSI	CDLOG	748.84	Z77M-Power
MZ77AG45T	MSI	CDLOG	625.65	Z77A-G45 Thunderbolt
MZ77AG45	MSI	CDLOG	471.42	Z77A-G45
MZ77AG41	MSI	CDLOG	348.23	Z77A-G41
MZ77MAG45	MSI	CDLOG	421.95	Z77MA-G45
MZH77AG41	MSI	CDLOG	298.76	ZH77A-G41
MH77MAG43	MSI	CDLOG	277.42	H77MA-G43
MI-N2600D	GIADA	CDLOG	474.33	GIADA MI-N2600D  (2X GBL)
MI-HM65T-C8	GIADA	CDLOG	580.06	GIADA MI-HM65T-C8
D2500HND	Intel	CDLOG	228.92	Intel D2500HND Box
DQ45EK	Intel	CDLOG	200.79	Intel DQ45EK Bulk
GZ87NW	Gigabyte	CDLOG	517.01	GA-Z87N-WIFI
GH87NW	Gigabyte	CDLOG	485	GA-H87N-WIFI
GZ77NW	Gigabyte	CDLOG	432.62	GA-Z77N-WIFI
GH77NW	Gigabyte	CDLOG	404.49	GA-H77N-WIFI
GB75N	Gigabyte	CDLOG	305.55	GA-B75N
GH61ND2V	Gigabyte	CDLOG	194	GA-H61N-D2V-B3
GC1007UN	Gigabyte	CDLOG	326.89	GA-C1007UN
GC847N	Gigabyte	CDLOG	305.55	GA-C847N
GC807N	Gigabyte	CDLOG	267.72	GA-C807N
MI-D2550D	GIADA	CDLOG	411.28	Giada MB MI-D2550D Retail
P6TWSPRO	ASUS	CDLOG	1580.13	P6T WS Professional
DG35EC	Intel	CDLOG	257.05	Intel DG35EC Bulk
GG1SNIPB5	Gigabyte	CDLOG	400.61	GA-G1.Sniper.B5
GB85MD3H	Gigabyte	CDLOG	305.55	GA-B85M-D3H
P41D3	Biostar	CDLOG	218.25	P41D3
GH81MS2PV	Gigabyte	CDLOG	207.58	Gigabyte GA-H81MS2-PV
GH77TN	Gigabyte	CDLOG	481.12	GA-H77TN
MB85MP33	MSI	CDLOG	250.26	MSI B85M-P33 Retail
MH81MP33	MSI	CDLOG	194	MSI H81M-P33 Retail
MH81ME33	MSI	CDLOG	196.91	MSI H81M-E33 Retail
MZ87XP	MSI	CDLOG	1675.19	MSI Z87 XPOWER Retail
MZ87G55	MSI	CDLOG	545.14	MSI Z87-G55 Retail
MZ87MPM	MSI	CDLOG	966.12	MSI Z87 MPOWER MAX Retail
GH81MS1	Gigabyte	CDLOG	196.91	Gigabyte GA-H81M-S1
GH81D3	Gigabyte	CDLOG	235.71	Gigabyte GA-H81-D3
GH81MD2V	Gigabyte	CDLOG	222.13	Gigabyte GA-H81M-D2V
GB85MD2V	Gigabyte	CDLOG	250.26	Gigabyte GA-B85M-D2V Retail
GH81MDS2V	Gigabyte	CDLOG	211.46	Gigabyte GA-H81M-DS2V Retail
C32G186C9Z	Corsair	CDLOG	1395.83	DDR3 32GB (8Gx4) 1866 CL9 Vengeance CMZ32GX3M4A1866C9 Corsair
C32G1600C10PX	Corsair	CDLOG	1415.23	DDR3 32G (8Gx4) 1600 CL10 Dominator DHX Pro 1.5V CMP32GX3M4X1600C10 Corsair
C32G160C9Z	Corsair	CDLOG	1255.18	DDR3 32GB (8Gx4) 1600 CL9 Vengeance CMZ32GX3M4A1600C9 Corsair
C16G186C9L	Corsair	CDLOG	763.39	DDR3 16GB (4Gx4) 1866 CL9 Vengeance LP CML16GX3M4A1866C9 Corsair
C16G186C9Z	Corsair	CDLOG	696.46	DDR3 16GB (8Gx2) 1866 CL9 Vengeance CMZ16GX3M2A1866C9 Corsair
C16G186C10L	Corsair	CDLOG	659.6	DDR3 16G (4Gx4) 1866 CL10 Vengeance CML16GX3M2A1866C10 Corsair
C16G1600C9L	Corsair	CDLOG	659.6	DDR3 16GB (4Gx4) 1600 CL9 Vengeance LP Blue CML16GX3M4A1600C9B Corsair
C16G1600C9XX	Corsair	CDLOG	644.08	DDR3 16GB (4Gx4) 1600 CL9 XMS3 CMX16GX3M4A1600C9 Corsair
C16G1600C11X	Corsair	CDLOG	607.22	DDR3 16G (8Gx2) 1600 CL11 XMS3 CMX16GX3M2A1600C11 Corsair
C8G186C9LB	Corsair	CDLOG	382.18	DDR3 8GB (4Gx2) 1866 CL9 Vengeance LP Blue CML8GX3M2A1866C9B Corsair
C8G1600C9W	Corsair	CDLOG	368.6	DDR3 8GB (4Gx2) 1600 CL9 Vengeance LP White 1.35V CML8GX3M2A1600C9W Corsair
C8G1600C9G	Corsair	CDLOG	338.53	DDR3 8G (4Gx2) 1600 CL9 Vengeance Gold CMZ8GX3M2A1600C9G Corsair
C8G1600C9B	Corsair	CDLOG	325.92	DDR3 8GB (4Gx2) 1600 CL9 XMS3 CMX8GX3M2B1600C9 Corsair
C8G1333	Corsair	CDLOG	281.3	DDR3 8GB 1333 CL11 Value CMV8GX3M1A1333C11 Corsair
C4G1600C11X	Corsair	CDLOG	160.05	DDR3 4GB 1600 CL11 XMS3 CMX4GX3M1A1600C11 Corsair
C4G1600C11V	Corsair	CDLOG	153.26	DDR3 4GB 1600 CL11 Value CMV4GX3M1A1600C11 Corsair
C4G1333	Corsair	CDLOG	153.26	DDR3 4GB 1333 CL9 Value CMV4GX3M1A1333C9 Corsair
K16G2400H10	Kingston	CDLOG	776.97	DDR3 16GB (4Gx4) 2400 HyperX 10th Anniversary KHX24C11X3K4/16X Kingston
K16G1600H10	Kingston	CDLOG	659.6	DDR3 16GB (4Gx4) 1600 CL9 HyperX 10th Anniversary KHX16LC9X3K4/16X Kingston
K8G1600HRK	Kingston	CDLOG	335.62	DDR3 8GB (4Gx2) 1600 Hyper-X RED Kingston
K4G1600HXBB	Kingston	CDLOG	167.81	DDR3 4GB 1600 Hyper-X Blu Black KHX16C9B1B/4 Kingston
K4G1600HXB	Kingston	CDLOG	167.81	DDR3 4GB 1600 CL9 Hyper-X Blu Blue KHX16C9B1B/4 Kingston
K4G1600HXR	Kingston	CDLOG	167.81	DDR3 4GB 1600 CL9 Hyper-X RED KHX16C9B1R/4 Kingston
K4G1333HBK	Kingston	CDLOG	186.24	DDR3 4GB (2Gx2) 1333 Hyper-X KHX13C9B1BK2/4 Kingston
K4G1600D	Kingston	CDLOG	163.93	DDR3 4GB 1600 Dual Rank Kingston
K4G1600	Kingston	CDLOG	160.05	DDR3 4GB 1600 Kingston
K4G1333	Kingston	CDLOG	157.14	DDR3 4GB 1333 Kingston
D316G16C9CRBS	Crucial	CDLOG	584.91	DDR3 16GB (8Gx2) 1600 CL9 Balistix Sport Crucial
D38G16C8CRBE	Crucial	CDLOG	346.29	DDR3 8GB (4Gx2) 1600 CL8 Balistix Elite Crucial
D38G16C9CRBS	Crucial	CDLOG	317.19	DDR3 8GB (4Gx2) 1600 CL9 Balistix Sport 1.35V VLP Crucial
D38G1600CR	Crucial	CDLOG	288.09	DDR3 8GB 1600 Crucial
D34G1600SA	Samsung	CDLOG	167.81	DDR3 4GB 1600 Samsung
D34G1600HY	Hynix	CDLOG	163.93	DDR3 4GB 1600 Hynix
D34G1600CR	Crucial	CDLOG	151.32	DDR3 4GB 1600 Crucial
D32G133IND	INFINITY	CDLOG	80.51	DDR3 2GB 1333 Dual Rank INFINITY
D22G800SA	Samsung	CDLOG	130.95	DDR2 2GB 800 Samsung
D32G1333HY	Hynix	CDLOG	86.33	DDR3 2GB 1333 Hynix
D32G1333HYD	Hynix	CDLOG	90.21	DDR3 2GB 1333 Dual Rank Hynix
C8G1600C92A	Corsair	CDLOG	325.92	DDR3 8GB (4Gx2) 1600 CL9 XMS3 CMX8GX3M2A1600C9 Corsair
C8G1333NB	Corsair	CDLOG	283.24	DDR3 8GB 1333 CL9 SODIMM CMSO8GX3M1A1333C9 Value Corsair
C4G1600NBO	Corsair	CDLOG	160.05	DDR3 4GB 1600 CL11 SODIMM CMSO4GX3M1A1600C11 Value Corsair
C4G1333NB	Corsair	CDLOG	153.26	DDR3 4GB 1333 SODIMM Value CMSO4GX3M1A1333C9 Corsair
K4G1600NB	Kingston	CDLOG	167.81	DDR3 4GB 1600 SODIMM KVR16S11/4 Kingston
K4G1333NB	Kingston	CDLOG	163.93	DDR3 4GB 1333 SODIMM KVR1333D3S9/4G Kingston
CT51264BC1339	Crucial	CDLOG	153.26	DDR3 4GB 1333 SODIMM Crucial
D31G133NB	INFINITY	CDLOG	48.5	DDR3 1GB 1333 SODIMM INFINITY
SA16G16ECR	Samsung	CDLOG	874.94	DDR3 16GB 1600 ECC REG 1.35V Samsung
SA8G16ECR	Samsung	CDLOG	473.36	DDR3 8GB 1600 ECC REG 1.35V Samsung
SA8G13ECR	Samsung	CDLOG	457.84	DDR3 8GB 1333 ECC REG 1.35V Samsung
SA4G16ECR	Samsung	CDLOG	272.57	DDR3 4GB 1600 ECC REG Samsung
HY4G16ECR	Hynix	CDLOG	257.05	DDR3 4GB 1600 ECC REG Hynix
SA4G13ECR	Samsung	CDLOG	268.69	DDR3 4GB 1333 ECC REG Samsung
SA4G106ECR	Samsung	CDLOG	234.74	DDR3 4GB 1066 ECC REG CL7 Samsung
SA4G16EC	Samsung	CDLOG	274.51	DDR3 4G 1600 ECC Samsung
SA4G13EC	Samsung	CDLOG	257.05	DDR3 4GB 1333 ECC Samsung
STT2GER	Supertalent	CDLOG	172.66	DDR3 2GB 1333 ECC REG SuperTalent (Hynix)
SA2G106ECR	Samsung	CDLOG	156.17	DDR3 2GB 1066 ECC REC CL7 Samsung
ST2G667ECR	Supertalent	CDLOG	309.43	DDR2 2GB 667 ECC REG SuperTalent
HY2G800ECR	Hynix	CDLOG	346.29	DDR2 2GB 800 ECC REG Hynix
HY2G667FB	Hynix	CDLOG	442.32	DDR2 2GB 667 FB-DIMM Hynix
HY4G667FB	Hynix	CDLOG	766.3	DDR2 4GB 667 FB-DIMM Hynix
ST9600204SS	Seagate	CDLOG	1566.55	Seagate HDD 600GB 10K 16MB SAS 6G 2.5
ST9900805SS	Seagate	CDLOG	2264.95	Seagate HDD 900GB 10K 16MB SAS 6G 2.5
Z5K500-500	Hitachi	CDLOG	186.24	Hitachi HDD 500GB 5400 8MB SATA 2.5
WD5000LPVT	Western Digital	CDLOG	198.85	WD HDD 500GB 5400 16MB SATA 7mm 2.5
MK6476GSX	Toshiba	CDLOG	196.91	Toshiba HDD 640GB 5400 8MB SATA 2.5
5K1000-1000	Hitachi	CDLOG	277.42	Hitachi HDD 1.0TB 5400 8MB SATA 2.5
ST1000LM024	Seagate	CDLOG	326.89	Seagate HDD 1.0TB 5400 8MB SATA 2.5
ST9500423AS	Seagate	CDLOG	242.5	Seagate HDD 500GB 7200 16MB SATA 2.5
MQ01ABD032	Toshiba	CDLOG	161.99	Toshiba HDD 320GB 5400 8MB SATA 2.5
ST380215ACE	Seagate	CDLOG	137.74	Seagate HDD 80GB 7200 IDE 3.5
HD160	Hitachi	CDLOG	165.87	Hitachi HDD 160GB 7200 IDE 3.5
ST3250820ACE	Seagate	CDLOG	194	Seagate HDD 250GB 7200 IDE 3.5
WD2500AAJB	Western Digital	CDLOG	263.84	WD HDD 250GB 7200 IDE 3.5
ST3300831ACE	Seagate	CDLOG	250.26	Seagate HDD 300GB 7200 IDE 3.5
ST3400820ACE	Seagate	CDLOG	291.97	Seagate HDD 400GB 7200 IDE 3.5
ST1000DM003	Seagate	CDLOG	246.38	Seagate HDD 1.0TB 7200 32MB SATA3 Barracuda 7200.14 3.5
ST2000DM001	Seagate	CDLOG	358.9	Seagate HDD 2.0TB 7200 64MB SATA3 Barracuda 7200.14 3.5
ST3000DM001	Seagate	CDLOG	488.88	Seagate HDD 3.0TB 7200 64MB SATA3 Barracuda 7200.14 3.5
ST4000DM000	Seagate	CDLOG	684.82	Seagate HDD 4.0TB 7200 64MB SATA3 Barracuda 7200.14 3.5
50CLA362	Hitachi	CDLOG	190.12	Hitachi HDD 500GB 7200 16MB SATA2 Deskstar 3.5
0F14681	Hitachi	CDLOG	860.39	Hitachi HDD 4.0TB 7200 64MB SATA3 Deskstar 3.5
DT01ACA200	Toshiba	CDLOG	333.68	Toshiba HDD 2.0TB 7200 32MB SATA3 3.5
WD5000AAKX	Western Digital	CDLOG	196.91	WD HDD 500GB 7200 16MB SATA3 Blue 3.5
WD10EZEX	Western Digital	CDLOG	235.71	WD HDD 1.0TB 7200 64MB SATA3 Blue 3.5
WD20EZRX	Western Digital	CDLOG	361.81	WD HDD 2.0TB 64MB SATA3 Green 3.5
WD2002FAEX	Western Digital	CDLOG	580.06	WD HDD 2.0TB 7200 64MB SATA3 Black 3.5
WD30EZRX	Western Digital	CDLOG	513.13	WD HDD 3.0TB 64MB SATA3 Green 3.5
WD4001FAEX	Western Digital	CDLOG	1064.09	WD HDD 4.0TB 7200 64MB SATA3 Black 3.5
WD1000DHTZ	Western Digital	CDLOG	1159.15	WD HDD 1.0TB 10K 64MB SATA3 VelociRaptor 3.5
0F11540	Hitachi	CDLOG	291.97	Hitachi HDD 1.0TB 7200 32MB SATA2 Ultrastar A7K2000 3.5
ST2000NC000	Seagate	CDLOG	573.27	Seagate HDD 2.0TB 7200 64MB SATA3 Constellation CS 3.5
WD2000FYYZ	Western Digital	CDLOG	727.5	WD HDD 2.0TB 7200 32MB SATA3 RE4 Black 3.5
ST2000NM0011	Seagate	CDLOG	755.63	Seagate HDD 2.0TB 7200 64MB SATA3 Constellation ES.3 3.5
ST3000NC002	Seagate	CDLOG	903.07	Seagate HDD 3.0TB 7200 64MB SATA3 Constellation CS 3.5
0F12456	Hitachi	CDLOG	1299.8	Hitachi HDD 3.0TB 7200 64MB SATA3 Ultrastar 3.5
WD20EFRX	Western Digital	CDLOG	428.74	WD HDD 2.0TB 64MB SATA3 Red NAS 24/7 3.5
WD30EFRX	Western Digital	CDLOG	573.27	WD HDD 3.0TB 64MB SATA3 Red NAS 24/7 3.5
ST4000VN000	Seagate	CDLOG	825.47	Seagate HDD 4.0TB 64MB SATA3 NAS 24/7 3.5
ST2000VX000	Seagate	CDLOG	467.54	Seagate HDD 2.0TB 7200 64MB SATA3 VS35 Video 24/7 3.5
HD0B20875	Hitachi	CDLOG	773.09	Hitachi HDD 73GB 15K 16MB SAS Ultrastar 15K147 3.5
ST3300657SS	Seagate	CDLOG	699.37	Seagate HDD 300GB 16MB Cheetah 15K.7 SAS 6G 3.5
ST3600057SS	Seagate	CDLOG	1247.42	Seagate HDD 600GB 16MB Cheetah 15K.7 SAS 6G 3.5
ST32000444SS	Seagate	CDLOG	1117.44	Seagate HDD 2.0TB 7200 16MB SAS 6G Constellation ES 3.5
WD4001FYYG	Western Digital	CDLOG	1843.97	WD HDD 4.0TB 7200 32MB SAS 3.5
ST2000VN000	Seagate	CDLOG	474.33	Seagate HDD 2.0TB 64MB SATA3 FOR NAS
ST3000VN000	Seagate	CDLOG	614.98	Seagate HDD 3.0TB 64MB SATA3 FOR NAS
WD40EFRX	Western Digital	CDLOG	818.68	WD HDD 4.0TB 64MB SATA3 Red NAS 24/7 3.5
PX-128M5S	PLEXTOR	CDLOG	383.15	Plextor SSD 128GB M5 Series MLC 2.5" SATA3
PX-256M5S	PLEXTOR	CDLOG	727.5	Plextor SSD 256GB M5 Series MLC 2.5" SATA3
PX-64M5M	PLEXTOR	CDLOG	277.42	Plextor SSD 64GB M5 Series MLC mSATA
PX-128M5M	PLEXTOR	CDLOG	446.2	Plextor SSD 128GB M5 Series MLC mSATA
PX-256M5M	PLEXTOR	CDLOG	860.39	Plextor SSD 256GB M5 Series MLC mSATA
PX-128M5P	PLEXTOR	CDLOG	558.72	Plextor SSD 128GB M5 Pro Series MLC 2.5" 7mm SATA3
PX-256M5P	PLEXTOR	CDLOG	972.91	Plextor SSD 256GB M5 Pro Series MLC 2.5" 7mm SATA3
PX-512M5P	PLEXTOR	CDLOG	2293.08	Plextor SSD 512GB M5 Pro Series MLC 2.5" 7mm SATA3
PX-256M3	PLEXTOR	CDLOG	868.15	Plextor SSD 256GB M3 Series MLC 2.5" SATA3
PX-256M3P	PLEXTOR	CDLOG	1247.42	Plextor SSD 256GB M3 Pro Series MLC 2.5" 7mm SATA3
MZ-7TD120BW	Samsung	CDLOG	376.36	Samsung SSD 120GB 840 Series TLC 2.5" SATA III
MZ-7TD250BW	Samsung	CDLOG	628.56	Samsung SSD 250GB 840 Series TLC 2.5" SATA III
MZ-7PD128BW	Samsung	CDLOG	502.46	Samsung SSD 128GB 840 Pro MLC 2.5" SATA III
MZ-7PD256BW	Samsung	CDLOG	909.86	Samsung SSD 256GB 840 Pro MLC 2.5" SATA III
SV300S37A-60G	Kingston	CDLOG	257.05	Kingston SSD 60GB V300 7mm 2.5" SATA III
SV300S37A-120G	Kingston	CDLOG	351.14	Kingston SSD 120GB V300 7mm 2.5" SATA III
SKC300S37A-120G	Kingston	CDLOG	411.28	Kingston SSD 120GB KC300 7mm 2.5" SATA III
SV300S37A-240G	Kingston	CDLOG	692.58	Kingston SSD 240GB V300 7mm 2.5" SATA III
